"Text Editing","Collapse All","Ctrl+Shift+Numpad_Divide","Editing Text","org.eclipse.ui.edit.text.folding.collapse_all"
"Git","Collapse Working Tree","Ctrl+←","In Git Repositories View","org.eclipse.egit.ui.RepositoriesViewCollapseWorkingTree"
"Edit","Paste","Shift+Insert","In Dialogs and Windows","org.eclipse.ui.edit.paste"
"Task Repositories","Open Selected Task","Ctrl+Enter","In Tasks View","org.eclipse.mylyn.tasks.ui.command.openSelectedTask"
"Edit","Quick Fix","Ctrl+.","In Dialogs and Windows","org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals"
"Makefile Source","Toggle Comment","Ctrl+/","Makefile Editor","org.eclipse.cdt.make.ui.edit.text.makefile.toggle.comment"
"Terminal view commands","Terminal view insert","Alt+H","Terminal Typing Connected","org.eclipse.terminal.command1"
"Terminal view commands","Paste","Ctrl+Shift+V","Terminal Control in Focus","org.eclipse.terminal.paste"
"File","Close All","Ctrl+Shift+W","In Windows","org.eclipse.ui.file.closeAll"
"Language Servers","Go to Symbol in File","Ctrl+O","Editing Text","org.eclipse.lsp4e.symbolInFile"
"Navigate","Open Include Browser","Ctrl+Alt+I","In C/C++ Views","org.eclipse.cdt.ui.edit.open.include.browser"
"Editor Commands","Prepare Sources","Ctrl+Shift+R, P","Specfile Editor Context","rpmEditor.prepareSources.command"
"Project","Rebuild Last Target","F9","In Windows","org.eclipse.cdt.make.ui.targetBuildLastCommand"
"Edit","Incremental Find Reverse","Ctrl+Shift+J","Editing Text","org.eclipse.ui.edit.findIncrementalReverse"
"Editor Commands","Download Sources","Ctrl+Shift+R, D","Specfile Editor Context","rpmEditor.downloadSources.command"
"Run/Debug","Previous Page of Memory","Ctrl+Shift+,","In Table Memory Rendering","org.eclipse.debug.ui.command.prevpage"
"Text Editing","Select Line Start","Shift+Home","Editing Text","org.eclipse.ui.edit.text.select.lineStart"
"Source","Go to Previous Member","Ctrl+Shift+↑","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.goto.prev.member"
"File","Close","Ctrl+F4","In Windows","org.eclipse.ui.file.close"
"Uncategorized","Copy Commit Id","Ctrl+C","In Git Reflog View","org.eclipse.egit.ui.internal.reflog.CopyCommand"
"Text Editing","Scroll Line Down","Ctrl+↓","Editing Text","org.eclipse.ui.edit.text.scroll.lineDown"
"Edit","Restore Last C/C++ Selection","Alt+Shift+↓","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.select.last"
"Source","Back","Alt+←","In Macro Expansion Hover","org.eclipse.cdt.ui.hover.backwardMacroExpansion"
"Focused UI","Make Landmark","Ctrl+Alt+Shift+↑","In Windows","org.eclipse.mylyn.context.ui.commands.interest.increment"
"Terminal view commands","Terminal view insert","Alt+B","Terminal Typing Connected","org.eclipse.terminal.command1"
"Edit","Undo","Ctrl+Z","In Dialogs and Windows","org.eclipse.ui.edit.undo"
"Terminal view commands","Terminal view insert","Alt+R","Terminal Typing Connected","org.eclipse.terminal.command1"
"Edit","Paste","Ctrl+Shift+V","In Dialogs and Windows","org.eclipse.ui.edit.paste"
"Reverse Debugging Commands","Reverse Step Over","Shift+F6","Debugging C/C++","org.eclipse.cdt.debug.ui.command.reverseStepOver"
"Text Editing","To Lower Case","Ctrl+Shift+Y","Editing Text","org.eclipse.ui.edit.text.lowerCase"
"Changelog","Insert ChangeLog entry","Ctrl+Alt+C","Editing Text","org.eclipse.linuxtools.changelog.core.actions.KeyActionCommand"
"Source","Toggle Comment","Ctrl+/","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.toggle.comment"
"Focused UI","Focus on Active Task","Alt+Shift+H","In Windows","org.eclipse.mylyn.context.ui.commands.toggle.focus.active.view"
"Terminal view commands","Terminal view insert","Alt+A","Terminal Typing Connected","org.eclipse.terminal.command1"
"Navigate","Previous Edit Location","Ctrl+Alt+←","In Windows","org.eclipse.ui.edit.text.gotoLastEditPosition"
"Edit","Cut","Shift+Delete","In Dialogs and Windows","org.eclipse.ui.edit.cut"
"File","Close","Ctrl+W","In Windows","org.eclipse.ui.file.close"
"Uncategorized","Go to Matching Bracket","Ctrl+Shift+P","in Generic Code Editor","org.eclipse.ui.genericeditor.gotoMatchingBracket"
"Text Editing","Open Hyperlink","F12","C/C++ Editor (LSP)","org.eclipse.ui.edit.text.open.hyperlink"
"Edit","Find Next","Ctrl+K","In Windows","org.eclipse.ui.edit.findNext"
"Edit","Remove Block Comment","Ctrl+Shift+\","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.remove.block.comment"
"Run/Debug","Terminate","Ctrl+F2","Debugging","org.eclipse.debug.ui.commands.Terminate"
"Window","Show Ruler Context Menu","Ctrl+F10","Editing Text","org.eclipse.ui.edit.text.showRulerContextMenu"
"Text Editing","Open Hyperlink","F3","in Generic Code Editor","org.eclipse.ui.edit.text.open.hyperlink"
"Focused UI","Make Less Interesting","Ctrl+Alt+Shift+↓","In Windows","org.eclipse.mylyn.context.ui.commands.interest.decrement"
"Terminal view commands","Maximize Active View or Editor","Alt+↑","Terminal Control in Focus","org.eclipse.terminal.maximize"
"Terminal view commands","Terminal view insert","Alt+N","Terminal Typing Connected","org.eclipse.terminal.command1"
"Run/Debug","Run","Ctrl+F5","In Windows","org.eclipse.debug.ui.commands.RunLast"
"Navigate","Open Type in Hierarchy","Ctrl+Shift+H","C/C++ Editor","org.eclipse.cdt.ui.navigate.open.type.in.hierarchy"
"Window","Switch to Editor","Ctrl+Shift+E","In Windows","org.eclipse.ui.window.switchToEditor"
"Run/Debug","Step Over","F6","Debugging","org.eclipse.debug.ui.commands.StepOver"
"Edit","Find Previous","Shift+F3","Editing Text","org.eclipse.ui.edit.findPrevious"
"Task Repositories","New Subtask","Shift+Insert","In Tasks View","org.eclipse.mylyn.tasks.ui.command.new.subtask"
"Spy","Plug-in Selection Spy","Alt+Shift+F1","In Dialogs and Windows","org.eclipse.pde.runtime.spy.commands.spyCommand"
"Text Editing","Reset Structure","Ctrl+Shift+Numpad_Multiply","Editing Text","org.eclipse.ui.edit.text.folding.restore"
"Terminal view commands","Terminal view insert","Alt+Y","Terminal Typing Connected","org.eclipse.terminal.command1"
"Language Servers","Format","Alt+Shift+F","Editing Text","org.eclipse.lsp4e.format"
"UML2 Sequence Diagram Viewer Commands","Scroll down","Alt+Shift+↓","UML2 Sequence Diagram Viewer","org.eclipse.linuxtools.tmf.ui.views.uml2sd.handlers.MoveSDDown"
"Edit","Word Completion","Alt+/","Editing Text","org.eclipse.ui.edit.text.hippieCompletion"
"Run/Debug","Skip All Breakpoints","Ctrl+Alt+B","In Windows","org.eclipse.debug.ui.commands.SkipAllBreakpoints"
"Task Repositories","New Local Task","Insert","In Tasks View","org.eclipse.mylyn.tasks.ui.command.new.local.task"
"Focused UI","Show Context Quick View","Ctrl+Alt+Shift+→","In Windows","org.eclipse.mylyn.context.ui.commands.open.context.dialog"
"Tracing","Zoom in (selection)","+","In Time-Based View","org.eclipse.tracecompass.tmf.ui.command.zoomin.selection"
"Text Editing","Copy Lines","Ctrl+Alt+↓","Editing Text","org.eclipse.ui.edit.text.copyLineDown"
"File","Save","Ctrl+S","In Windows","org.eclipse.ui.file.save"
"Source","Quick Type Hierarchy","Ctrl+T","C/C++ Editor","org.eclipse.cdt.ui.edit.open.quick.type.hierarchy"
"TM4E Language Configuration","Add Block Comment","Ctrl+Shift+/","Editing Text","org.eclipse.tm4e.languageconfiguration.addBlockCommentCommand"
"Run/Debug","Go to Address","Ctrl+G","In Table Memory Rendering","org.eclipse.debug.ui.command.gotoaddress"
"Source","Remove Block Comment","Ctrl+Shift+\","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.remove.block.comment"
"Task Repositories","Mark Task Unread","Alt+Shift+U","In Tasks View","org.eclipse.mylyn.tasks.ui.command.markTaskUnread"
"Edit","Toggle Block Selection","Alt+Shift+A","Editing Text","org.eclipse.ui.edit.text.toggleBlockSelectionMode"
"UML2 Sequence Diagram Viewer Commands","Show node end","Alt+Shift+End","UML2 Sequence Diagram Viewer","org.eclipse.linuxtools.tmf.ui.views.uml2sd.handlers.ShowNodeEnd"
"File","Print","Ctrl+P","In Windows","org.eclipse.ui.file.print"
"Run/Debug","Close Rendering","Ctrl+W","In Memory View","org.eclipse.debug.ui.commands.closeRendering"
"Reverse Debugging Commands","Uncall","Shift+F7","Debugging C/C++","org.eclipse.cdt.debug.ui.command.uncall"
"Navigate","Go to Line","Ctrl+G","In Windows","org.eclipse.ui.edit.text.goto.line"
"Language Servers","Open Type Hierarchy","F4","in Generic Code Editor","org.eclipse.lsp4e.openTypeHierarchy"
"Text Editing","Line End","End","Editing Text","org.eclipse.ui.edit.text.goto.lineEnd"
"Terminal view commands","Quick Access","Alt+→","Terminal Control in Focus","org.eclipse.terminal.quickaccess"
"Terminal Commands","Open Local Terminal on Selection","Ctrl+Alt+T","In Windows","org.eclipse.terminal.connector.local.command.launch"
"Terminal view commands","Terminal view insert","Alt+F","Terminal Typing Connected","org.eclipse.terminal.command1"
"Navigate","Expand All","Ctrl+Shift+Numpad_Multiply","In Windows","org.eclipse.ui.navigate.expandAll"
"Language Servers","Quick Type Hierarchy","Ctrl+T","Editing Text","org.eclipse.lsp4e.typeHierarchy"
"Navigate","Next Sub-Tab","Alt+PageDown","In Dialogs and Windows","org.eclipse.ui.navigate.nextSubTab"
"Text Editing","Duplicate Lines","Ctrl+Alt+↑","Editing Text","org.eclipse.ui.edit.text.copyLineUp"
"Edit","Copy","Ctrl+Insert","In Dialogs and Windows","org.eclipse.ui.edit.copy"
"Edit","Quick Diff Toggle","Ctrl+Shift+Q","Editing Text","org.eclipse.quickdiff.toggle"
"Terminal view commands","Terminal view insert","Alt+D","Terminal Typing Connected","org.eclipse.terminal.command1"
"Edit","Select Previous C/C++ Element","Alt+Shift+←","C/C++ Editor","org.eclipse.cdt.ui.edit.text.c.select.previous"
"Refactor - C++","Extract Local Variable - Refactoring ","Alt+Shift+L","C/C++ Editor","org.eclipse.cdt.ui.refactor.extract.local.variable"
"Views","Show View (Synchronize)","Alt+Shift+Q, Y","In Windows","org.eclipse.ui.views.showView"
"Project","Build Target Build","Shift+F9","In Windows","org.eclipse.cdt.make.ui.targetBuildCommand"
"Edit","Toggle Comment","Ctrl+Shift+C","Editing in Structured Text Editors","org.eclipse.wst.sse.ui.toggle.comment"
"Task Repositories","Mark Task Read","Alt+Shift+R","In Tasks Editor","org.eclipse.mylyn.tasks.ui.command.markTaskRead"
"Views","Show View (Error Log)","Alt+Shift+Q, L","In Windows","org.eclipse.ui.views.showView"
"Source","Show Tooltip Description","F2","Autoconf Editor","org.eclipse.cdt.autotools.ui.editors.text.show.tooltip"
"UML2 Sequence Diagram Viewer Commands","Scroll up","Alt+Shift+↑","UML2 Sequence Diagram Viewer","org.eclipse.linuxtools.tmf.ui.views.uml2sd.handlers.MoveSDUp"
"Text Editing","Move Lines Down","Alt+↓","Editing Text","org.eclipse.ui.edit.text.moveLineDown"
"Run/Debug","Step Into","F5","Debugging","org.eclipse.debug.ui.commands.StepInto"
"Navigate","Go to Line","Ctrl+L","Editing Text","org.eclipse.ui.edit.text.goto.line"
"Edit","Redo","Ctrl+Y","In Dialogs and Windows","org.eclipse.ui.edit.redo"
"TM4E Language Configuration","Toggle Line Comment","Ctrl+/","C/C++ Editor (LSP)","org.eclipse.tm4e.languageconfiguration.toggleLineCommentCommand"
"Navigate","Previous Sub-Tab","Alt+PageUp","In Dialogs and Windows","org.eclipse.ui.navigate.previousSubTab"
"Run/Debug","Run","Ctrl+F11","In Windows","org.eclipse.debug.ui.commands.RunLast"
"Editor Commands","Toggle Comment","Ctrl+Shift+C","Specfile Editor Context","rpmEditor.toggleComment.command"
"Run/Debug","Use Step Filters","Shift+F5","In Windows","org.eclipse.debug.ui.commands.ToggleStepFilters"
"Run/Debug","Step Over","F10","Debugging","org.eclipse.debug.ui.commands.StepOver"
